"","x"
"95",7.24306585621215
"96",13.861406368371
"97",9.01607188414339
"98",13.0516311903347
"99",10.0776383990924
"100",8.19389215520695
"101",24.7568033390537
"102",17.4240728176762
"103",22.3577488019523
"104",19.6241707444735
"105",19.3829073244653
"106",21.0458186341141
"107",18.7038973252086
"108",19.3142197072503
"109",21.3295945265785
"110",15.7659827455942
"111",16.9315825622988
"112",19.5158618671153
"113",21.7348386576008
"114",25.7565531326674
"115",19.3858881394771
"116",19.4179030463631
"117",19.5088301627089
"118",21.3527035382545
"119",19.8821818030971
"120",20.5025474090578
"121",18.9682873624267
"122",13.850099123782
"123",18.0458740165457
"124",15.1349289543922
"125",23.081845659715
"126",20.2745582505186
"127",16.9956492446691
"128",25.1820726596294
"129",16.0757031884406
"130",22.7895950955163
"131",21.9619222096139
"132",20.4738036948417
"133",26.3544358651638
"134",19.2446425758496
"135",19.3611714056992
"136",17.411455621408
"137",21.1110252949027
"138",20.8574767283056
"139",17.2379641518042
"140",23.8054601274064
"141",23.0629255393271
"142",23.5481433833444
"143",18.9708230364928
"144",17.6713529838884
"145",26.4969338185552
"146",22.8307860646119
"147",19.4101220152942
"148",18.2509462654072
"149",18.5857893985305
"150",18.08927113222
"151",20.0152689816038
"152",21.9432791313568
"153",21.6984464108725
"154",17.123493979954
"155",13.8293483407064
"156",19.4185618200956
"157",22.6505811625967
"158",19.8452990344415
"159",19.4410814913154
"160",22.7572810831203
"161",17.7205886427458
"162",15.123568154284
"163",22.0468737062387
"164",21.8398857674281
"165",21.7322285618526
"166",13.7206485979503
"167",19.3944133800909
"168",18.6237656781363
"169",22.0981804367081
"170",16.6680976020519
"171",22.1485787450688
"172",21.0163841347677
"173",19.01689446523
"174",21.9591588537899
"175",17.6847809218467
"176",21.3456224643049
"177",19.1954824254682
"178",19.2504406079506
"179",16.5707905541719
"180",22.3770602784529
"181",18.8044374255794
"182",22.218219820643
"183",13.5235967341095
"184",23.5920910961335
"185",21.3597269066933
"186",19.923417933409
"187",18.9624413041263
"188",23.7702719983137
"189",22.8790606458967
"190",17.9390559372926
"191",10.6130680066735
"192",19.335469289936
"193",23.0003785292995
"194",21.0345946879591
"195",17.2274358345556
"196",21.0250113187961
"197",16.9688847119561
"198",22.04909261543
"199",17.2028450564355
"200",17.4482561453487
"201",30.9752376919056
"202",28.1432924739048
"203",32.4678306450591
"204",30.1812343283964
"205",27.4017015088743
"206",29.1125587529559
"207",27.8358190040637
"208",27.2853949728962
"209",30.6811293421522
"210",27.8065041345294
"211",29.2232942392069
"212",30.5662960318029
"213",26.5860872762012
"214",31.7991601460245
"215",30.5898441253268
"216",31.7730328975903
"217",31.6158273964655
"218",30.2872219487196
"219",31.4218799767807
"220",31.8078066226836
"221",33.5637626427666
"222",31.4624305739126
"223",31.8272268565859
"224",32.9914545580785
"225",27.1937112200216
"226",31.7223949091354
"227",27.0574334664861
"228",27.709482441634
"229",29.5015402916083
"230",28.8700160566338
"231",31.0045112162665
"232",30.4671371505268
"233",28.1697584222287
"234",29.0761044633475
"235",28.3053786939007
"236",27.1805749418486
"237",29.4679680335525
"238",30.0694616140239
"239",29.3587757341348
"240",29.0020631423138
"241",30.1138131709838
"242",29.3645455893119
"243",29.5555175247141
"244",29.0948112311443
"245",31.3769255550571
"246",28.8305083891649
"247",28.974566188295
"248",29.5204183632919
"249",26.7855788503814
"250",31.9879375091177
"251",30.2720618815125
"252",27.9216704183454
"253",27.3445402453913
"254",33.6441124526916
"255",29.9285506665023
"256",33.1481649924506
"257",29.9473286689791
"258",31.8752356380334
"259",28.1293538079725
"260",32.5465931787227
"261",30.083273765212
"262",32.4976496368405
"263",31.9072620765364
"264",28.5030798688564
"265",30.5700927933988
"266",29.9965243948803
"267",30.1184235848414
"268",28.5028072606284
"269",31.8986735978578
"270",30.1387361512736
"271",33.5548446975744
"272",33.626078692506
"273",27.7536650418972
"274",28.1483337609981
"275",28.7480563608006
"276",30.2154569260864
"277",28.8546625436159
"278",32.2007806436027
"279",31.8446019594787
"280",31.2930645532824
"281",29.120940359701
"282",31.2878108149549
"283",31.1174805537265
"284",29.1750047673509
"285",29.5900362072007
"286",32.4221895884449
"287",27.7130369210611
"288",28.9376523366551
"289",29.7464182134408
"290",31.5735972399368
"291",29.5211573729522
"292",30.6915714951309
"293",30.1615481733351
"294",29.6900600307981
"295",29.5554423484947
"296",30.8634454725538
"297",29.8505534431316
"298",26.3055036225146
"299",28.4713091612967
"300",33.6832358164853
"301",26.9681757194988
"302",32.0801039861142
"303",27.9379886671537
"304",27.7401388387099
"305",30.8477099474616
"306",29.4052202392245
"307",30.1864226090909
"308",31.9073408341737
"309",33.4421935848793
"310",27.939889769629
"311",30.5955296434443
"312",29.5360780841699
"313",24.6409553006322
"314",34.1456324493826
"315",31.3473935357089
"316",30.7367136548195
"317",27.2264178997404
"318",28.9012000161276
"319",31.372468286049
"320",29.091925495996
"321",30.1586290257204
"322",34.1198702488442
"323",28.5985070225398
"324",29.2245118176217
"325",32.7375832668391
"326",30.5648613068206
"327",28.3400386902583
"328",30.6208587000931
"329",30.2361640505694
"330",30.3445244773774
"331",32.4561345962157
"332",34.4789589977786
"333",32.9221752821751
"334",31.8134596031938
"335",33.1263663602511
"336",33.7406224530914
"337",26.7050236641403
"338",29.7840925681861
"339",28.7221001103248
"340",25.6780333785595
"341",30.4725766414649
"342",28.64177878565
"343",28.6469335102519
"344",27.5492305529808
"345",29.4331554711584
"346",29.4745668530868
"347",31.5551167822178
"348",27.3044780427971
"349",24.1700690348132
"350",29.6679315236044
"351",32.0888918459522
"352",27.2159066792942
"353",33.5693633944358
"354",31.3456497815587
"355",28.2838569979631
"356",30.8495038767788
"357",32.6174613579959
"358",27.2615057675313
"359",29.9221282492629
"360",31.0371387570356
"361",29.6352886425683
"362",29.2009721132394
"363",32.7981821806874
"364",33.3536395735924
"365",32.4652193233058
"366",32.2415199174734
"367",31.9986478337047
"368",30.3444663537554
"369",23.0524911635955
"370",28.2482171775174
"371",29.19148667875
"372",27.5722237511554
"373",31.1754792605292
"374",30.5587757645016
"375",29.9438714161318
"376",30.5254198980598
"377",30.5232828790244
"378",29.8392893377421
"379",31.9668605784337
"380",27.7508072234026
"381",31.9089466308798
"382",29.5014052645132
"383",31.2226151716537
"384",29.8436840221701
"385",29.2090497061862
"386",29.2733860641493
"387",29.6908737691272
"388",32.4154515881364
"389",27.8341808930394
"390",31.6229078499378
"391",30.0236290973134
"392",31.8274716992715
"393",28.5869342948442
"394",28.3303019451191
"395",35.4931914215606
"396",30.7242946310522
"397",27.2470312225321
"398",27.8580324632486
"399",29.2245263360224
"400",33.125555593988
"401",40.7449568059109
"402",39.7559680625787
"403",40.2882259771235
"404",41.7120710263592
"405",39.8090120034714
"406",39.9429641408269
"407",40.2733960970447
"408",40.4499712318533
"409",40.1003448430457
"410",39.641273034088
"411",40.0194850421839
"412",39.5632902500173
"413",39.5041410083145
"414",39.1226890073608
"415",39.3517184085264
"416",40.4163216147219
"417",40.314013960947
"418",40.8768079903491
"419",40.2304126185384
"420",39.3471241239273
"421",39.7714954787407
"422",39.8863467168649
"423",39.3599805166144
"424",41.8919074574417
"425",39.8742898595392
"426",39.4711582526147
"427",38.9741626511283
"428",39.5802938698325
"429",40.1432429441757
"430",41.0872311332594
"431",40.5136072643932
"432",39.6344628984918
"433",41.2402638578713
"434",39.8044260210353
"435",39.1326846972488
"436",38.6979876206804
"437",38.9765851870664
"438",39.6963304413899
"439",41.7674271448371
"440",40.471356417333
"441",39.5144054671723
"442",37.9877273973632
"443",40.0816009981551
"444",40.9433116296433
"445",39.8457797668103
"446",37.6695557738918
"447",42.1818603328525
"448",39.8181186016666
"449",38.8129545858032
"450",39.6634362349157
